srcip,record_id,classification,severity,risk_score,connection_count,unique_dstip_count,unique_dsport_count,dst_src_relationship_count,state_ttl_count,attack_cat,label,reason
record-77440,77440,Watch,Low,10,7,7,7,35,2,Normal,0,Repeated source-destination behavior: 35 links
record-77441,77441,Watch,Low,10,7,7,7,35,2,Normal,0,Repeated source-destination behavior: 35 links
record-77442,77442,Watch,Low,10,7,7,7,35,2,Normal,0,Repeated source-destination behavior: 35 links
record-77443,77443,Watch,Low,10,7,7,7,35,2,Normal,0,Repeated source-destination behavior: 35 links
record-4836,4836,Watch,Low,10,6,7,6,28,2,Fuzzers,1,Repeated source-destination behavior: 28 links
record-14172,14172,Watch,Low,10,6,7,5,26,2,Generic,1,Repeated source-destination behavior: 26 links
record-14178,14178,Watch,Low,10,6,7,5,26,2,Generic,1,Repeated source-destination behavior: 26 links
record-14182,14182,Watch,Low,10,6,7,5,26,2,Generic,1,Repeated source-destination behavior: 26 links
record-15577,15577,Watch,Low,10,6,7,5,26,2,Generic,1,Repeated source-destination behavior: 26 links
record-15584,15584,Watch,Low,10,6,7,5,26,2,Generic,1,Repeated source-destination behavior: 26 links
record-8299,8299,Watch,Low,10,7,7,1,25,1,Exploits,1,Repeated source-destination behavior: 25 links
record-9232,9232,Watch,Low,10,7,7,1,26,1,Exploits,1,Repeated source-destination behavior: 26 links
record-1375,1375,Watch,Low,10,7,6,6,39,2,Fuzzers,1,Repeated source-destination behavior: 39 links
record-43134,43134,Watch,Low,10,7,6,6,32,2,Normal,0,Repeated source-destination behavior: 32 links
record-43135,43135,Watch,Low,10,7,6,6,32,2,Normal,0,Repeated source-destination behavior: 32 links
record-43136,43136,Watch,Low,10,7,6,6,32,2,Normal,0,Repeated source-destination behavior: 32 links
record-43137,43137,Watch,Low,10,7,6,6,32,2,Normal,0,Repeated source-destination behavior: 32 links
record-43138,43138,Watch,Low,10,7,6,6,32,2,Normal,0,Repeated source-destination behavior: 32 links
record-43422,43422,Watch,Low,10,7,6,6,32,2,Normal,0,Repeated source-destination behavior: 32 links
record-43423,43423,Watch,Low,10,7,6,6,32,2,Normal,0,Repeated source-destination behavior: 32 links
record-77858,77858,Watch,Low,10,7,6,6,28,2,Normal,0,Repeated source-destination behavior: 28 links
record-77859,77859,Watch,Low,10,7,6,6,28,2,Normal,0,Repeated source-destination behavior: 28 links
record-77860,77860,Watch,Low,10,7,6,6,28,2,Normal,0,Repeated source-destination behavior: 28 links
record-6176,6176,Watch,Low,10,6,6,6,28,2,Fuzzers,1,Repeated source-destination behavior: 28 links
record-12047,12047,Watch,Low,10,6,6,6,26,2,Generic,1,Repeated source-destination behavior: 26 links
record-12100,12100,Watch,Low,10,6,6,6,48,2,Generic,1,Repeated source-destination behavior: 48 links
record-12104,12104,Watch,Low,10,6,6,6,48,2,Generic,1,Repeated source-destination behavior: 48 links
record-12183,12183,Watch,Low,10,6,6,6,48,2,Generic,1,Repeated source-destination behavior: 48 links
record-12379,12379,Watch,Low,10,6,6,6,29,2,Generic,1,Repeated source-destination behavior: 29 links
record-12383,12383,Watch,Low,10,6,6,6,29,2,Generic,1,Repeated source-destination behavior: 29 links
record-12389,12389,Watch,Low,10,6,6,6,48,2,Generic,1,Repeated source-destination behavior: 48 links
record-12749,12749,Watch,Low,10,6,6,6,26,2,Generic,1,Repeated source-destination behavior: 26 links
record-12754,12754,Watch,Low,10,6,6,6,26,2,Generic,1,Repeated source-destination behavior: 26 links
record-14109,14109,Watch,Low,10,6,6,6,33,2,Generic,1,Repeated source-destination behavior: 33 links
record-14460,14460,Watch,Low,10,6,6,6,31,2,Generic,1,Repeated source-destination behavior: 31 links
record-14463,14463,Watch,Low,10,6,6,6,31,2,Generic,1,Repeated source-destination behavior: 31 links
record-14535,14535,Watch,Low,10,6,6,6,34,2,Generic,1,Repeated source-destination behavior: 34 links
record-14554,14554,Watch,Low,10,6,6,6,27,2,Generic,1,Repeated source-destination behavior: 27 links
record-14559,14559,Watch,Low,10,6,6,6,27,2,Generic,1,Repeated source-destination behavior: 27 links
record-14950,14950,Watch,Low,10,6,6,6,31,2,Generic,1,Repeated source-destination behavior: 31 links
record-14956,14956,Watch,Low,10,6,6,6,31,2,Generic,1,Repeated source-destination behavior: 31 links
record-15102,15102,Watch,Low,10,6,6,6,26,2,Generic,1,Repeated source-destination behavior: 26 links
record-15107,15107,Watch,Low,10,6,6,6,26,2,Generic,1,Repeated source-destination behavior: 26 links
record-15121,15121,Watch,Low,10,6,6,6,50,2,Generic,1,Repeated source-destination behavior: 50 links
record-15436,15436,Watch,Low,10,6,6,6,28,2,Generic,1,Repeated source-destination behavior: 28 links
record-15453,15453,Watch,Low,10,6,6,6,28,2,Generic,1,Repeated source-destination behavior: 28 links
record-15508,15508,Watch,Low,10,6,6,6,29,2,Generic,1,Repeated source-destination behavior: 29 links
record-15553,15553,Watch,Low,10,6,6,6,31,2,Generic,1,Repeated source-destination behavior: 31 links
record-15559,15559,Watch,Low,10,6,6,6,31,2,Generic,1,Repeated source-destination behavior: 31 links
record-15862,15862,Watch,Low,10,6,6,6,26,2,Generic,1,Repeated source-destination behavior: 26 links
record-15869,15869,Watch,Low,10,6,6,6,26,2,Generic,1,Repeated source-destination behavior: 26 links
record-16138,16138,Watch,Low,10,6,6,6,29,2,Generic,1,Repeated source-destination behavior: 29 links
record-16145,16145,Watch,Low,10,6,6,6,29,2,Generic,1,Repeated source-destination behavior: 29 links
record-16186,16186,Watch,Low,10,6,6,6,50,2,Generic,1,Repeated source-destination behavior: 50 links
record-16199,16199,Watch,Low,10,6,6,6,50,2,Generic,1,Repeated source-destination behavior: 50 links
record-16507,16507,Watch,Low,10,6,6,6,36,2,Generic,1,Repeated source-destination behavior: 36 links
record-16512,16512,Watch,Low,10,6,6,6,36,2,Generic,1,Repeated source-destination behavior: 36 links
record-16602,16602,Watch,Low,10,6,6,6,28,2,Generic,1,Repeated source-destination behavior: 28 links
record-16814,16814,Watch,Low,10,6,6,6,32,2,Generic,1,Repeated source-destination behavior: 32 links
record-16914,16914,Watch,Low,10,6,6,6,36,2,Generic,1,Repeated source-destination behavior: 36 links
record-16960,16960,Watch,Low,10,6,6,6,36,2,Generic,1,Repeated source-destination behavior: 36 links
record-17514,17514,Watch,Low,10,6,6,6,28,2,Generic,1,Repeated source-destination behavior: 28 links
record-17521,17521,Watch,Low,10,6,6,6,28,2,Generic,1,Repeated source-destination behavior: 28 links
record-17527,17527,Watch,Low,10,6,6,6,28,2,Generic,1,Repeated source-destination behavior: 28 links
record-17887,17887,Watch,Low,10,6,6,6,50,2,Generic,1,Repeated source-destination behavior: 50 links
record-18263,18263,Watch,Low,10,6,6,6,36,2,Generic,1,Repeated source-destination behavior: 36 links
record-18273,18273,Watch,Low,10,6,6,6,50,2,Generic,1,Repeated source-destination behavior: 50 links
record-18430,18430,Watch,Low,10,6,6,6,33,2,Generic,1,Repeated source-destination behavior: 33 links
record-18835,18835,Watch,Low,10,6,6,6,27,2,Generic,1,Repeated source-destination behavior: 27 links
record-18959,18959,Watch,Low,10,6,6,6,34,2,Generic,1,Repeated source-destination behavior: 34 links
record-18983,18983,Watch,Low,10,6,6,6,50,2,Generic,1,Repeated source-destination behavior: 50 links
record-19124,19124,Watch,Low,10,6,6,6,27,2,Generic,1,Repeated source-destination behavior: 27 links
record-19190,19190,Watch,Low,10,6,6,6,27,2,Generic,1,Repeated source-destination behavior: 27 links
record-19366,19366,Watch,Low,10,6,6,6,48,2,Generic,1,Repeated source-destination behavior: 48 links
record-19791,19791,Watch,Low,10,6,6,6,32,2,Generic,1,Repeated source-destination behavior: 32 links
record-20277,20277,Watch,Low,10,6,6,6,33,2,Generic,1,Repeated source-destination behavior: 33 links
record-20427,20427,Watch,Low,10,6,6,6,43,2,Generic,1,Repeated source-destination behavior: 43 links
record-20430,20430,Watch,Low,10,6,6,6,43,2,Generic,1,Repeated source-destination behavior: 43 links
record-20490,20490,Watch,Low,10,6,6,6,27,2,Generic,1,Repeated source-destination behavior: 27 links
record-20493,20493,Watch,Low,10,6,6,6,27,2,Generic,1,Repeated source-destination behavior: 27 links
record-20502,20502,Watch,Low,10,6,6,6,48,2,Generic,1,Repeated source-destination behavior: 48 links
record-20504,20504,Watch,Low,10,6,6,6,48,2,Generic,1,Repeated source-destination behavior: 48 links
record-20506,20506,Watch,Low,10,6,6,6,48,2,Generic,1,Repeated source-destination behavior: 48 links
record-20668,20668,Watch,Low,10,6,6,6,48,2,Generic,1,Repeated source-destination behavior: 48 links
record-20672,20672,Watch,Low,10,6,6,6,48,2,Generic,1,Repeated source-destination behavior: 48 links
record-20962,20962,Watch,Low,10,6,6,6,26,2,Generic,1,Repeated source-destination behavior: 26 links
record-20966,20966,Watch,Low,10,6,6,6,26,2,Generic,1,Repeated source-destination behavior: 26 links
record-20970,20970,Watch,Low,10,6,6,6,25,2,Generic,1,Repeated source-destination behavior: 25 links
record-21313,21313,Watch,Low,10,6,6,6,32,2,Generic,1,Repeated source-destination behavior: 32 links
record-21359,21359,Watch,Low,10,6,6,6,43,2,Generic,1,Repeated source-destination behavior: 43 links
record-21363,21363,Watch,Low,10,6,6,6,43,2,Generic,1,Repeated source-destination behavior: 43 links
record-21504,21504,Watch,Low,10,6,6,6,26,2,Generic,1,Repeated source-destination behavior: 26 links
record-21509,21509,Watch,Low,10,6,6,6,25,2,Generic,1,Repeated source-destination behavior: 25 links
record-21676,21676,Watch,Low,10,6,6,6,43,2,Generic,1,Repeated source-destination behavior: 43 links
record-21725,21725,Watch,Low,10,6,6,6,27,2,Generic,1,Repeated source-destination behavior: 27 links
record-21799,21799,Watch,Low,10,6,6,6,25,2,Generic,1,Repeated source-destination behavior: 25 links
record-21861,21861,Watch,Low,10,6,6,6,33,2,Generic,1,Repeated source-destination behavior: 33 links
record-21864,21864,Watch,Low,10,6,6,6,33,2,Generic,1,Repeated source-destination behavior: 33 links
record-22164,22164,Watch,Low,10,6,6,6,31,2,Generic,1,Repeated source-destination behavior: 31 links
record-22418,22418,Watch,Low,10,6,6,6,31,2,Generic,1,Repeated source-destination behavior: 31 links
record-22444,22444,Watch,Low,10,6,6,6,31,2,Generic,1,Repeated source-destination behavior: 31 links
record-22468,22468,Watch,Low,10,6,6,6,29,2,Generic,1,Repeated source-destination behavior: 29 links
record-22469,22469,Watch,Low,10,6,6,6,29,2,Generic,1,Repeated source-destination behavior: 29 links
record-22481,22481,Watch,Low,10,6,6,6,31,2,Generic,1,Repeated source-destination behavior: 31 links
record-22591,22591,Watch,Low,10,6,6,6,31,2,Generic,1,Repeated source-destination behavior: 31 links
record-22592,22592,Watch,Low,10,6,6,6,31,2,Generic,1,Repeated source-destination behavior: 31 links
record-22593,22593,Watch,Low,10,6,6,6,31,2,Generic,1,Repeated source-destination behavior: 31 links
record-22675,22675,Watch,Low,10,6,6,6,33,2,Generic,1,Repeated source-destination behavior: 33 links
record-23150,23150,Watch,Low,10,6,6,6,28,2,Generic,1,Repeated source-destination behavior: 28 links
record-23209,23209,Watch,Low,10,6,6,6,33,2,Generic,1,Repeated source-destination behavior: 33 links
record-23210,23210,Watch,Low,10,6,6,6,33,2,Generic,1,Repeated source-destination behavior: 33 links
record-43108,43108,Watch,Low,10,6,6,6,26,2,Normal,0,Repeated source-destination behavior: 26 links
record-43109,43109,Watch,Low,10,6,6,6,26,2,Normal,0,Repeated source-destination behavior: 26 links
record-43110,43110,Watch,Low,10,6,6,6,26,2,Normal,0,Repeated source-destination behavior: 26 links
record-43111,43111,Watch,Low,10,6,6,6,26,2,Normal,0,Repeated source-destination behavior: 26 links
record-43112,43112,Watch,Low,10,6,6,6,26,2,Normal,0,Repeated source-destination behavior: 26 links
record-43417,43417,Watch,Low,10,6,6,6,44,2,Normal,0,Repeated source-destination behavior: 44 links
record-43418,43418,Watch,Low,10,6,6,6,44,2,Normal,0,Repeated source-destination behavior: 44 links
record-43419,43419,Watch,Low,10,6,6,6,44,2,Normal,0,Repeated source-destination behavior: 44 links
record-43420,43420,Watch,Low,10,6,6,6,44,2,Normal,0,Repeated source-destination behavior: 44 links
record-43421,43421,Watch,Low,10,6,6,6,44,2,Normal,0,Repeated source-destination behavior: 44 links
record-77534,77534,Watch,Low,10,6,6,6,40,2,Normal,0,Repeated source-destination behavior: 40 links
record-77535,77535,Watch,Low,10,6,6,6,40,2,Normal,0,Repeated source-destination behavior: 40 links
record-77536,77536,Watch,Low,10,6,6,6,40,2,Normal,0,Repeated source-destination behavior: 40 links
record-77538,77538,Watch,Low,10,6,6,6,40,2,Normal,0,Repeated source-destination behavior: 40 links
record-77539,77539,Watch,Low,10,6,6,6,40,2,Normal,0,Repeated source-destination behavior: 40 links
record-77540,77540,Watch,Low,10,6,6,6,40,2,Normal,0,Repeated source-destination behavior: 40 links
record-23025,23025,Watch,Low,10,6,5,5,30,2,Generic,1,Repeated source-destination behavior: 30 links
record-23026,23026,Watch,Low,10,6,5,5,30,2,Generic,1,Repeated source-destination behavior: 30 links
record-23027,23027,Watch,Low,10,6,5,5,30,2,Generic,1,Repeated source-destination behavior: 30 links
record-23155,23155,Watch,Low,10,6,5,5,30,2,Generic,1,Repeated source-destination behavior: 30 links
record-71857,71857,Watch,Low,10,6,5,5,26,2,Normal,0,Repeated source-destination behavior: 26 links
record-71858,71858,Watch,Low,10,6,5,5,26,2,Normal,0,Repeated source-destination behavior: 26 links
record-71859,71859,Watch,Low,10,6,5,5,26,2,Normal,0,Repeated source-destination behavior: 26 links
record-71860,71860,Watch,Low,10,6,5,5,26,2,Normal,0,Repeated source-destination behavior: 26 links
record-12229,12229,Watch,Low,10,5,5,5,41,2,Generic,1,Repeated source-destination behavior: 41 links
record-12365,12365,Watch,Low,10,5,5,5,38,2,Generic,1,Repeated source-destination behavior: 38 links
record-12494,12494,Watch,Low,10,5,5,5,28,2,Generic,1,Repeated source-destination behavior: 28 links
record-12662,12662,Watch,Low,10,5,5,5,28,2,Generic,1,Repeated source-destination behavior: 28 links
record-12666,12666,Watch,Low,10,5,5,5,28,2,Generic,1,Repeated source-destination behavior: 28 links
record-13642,13642,Watch,Low,10,5,5,5,45,2,Generic,1,Repeated source-destination behavior: 45 links
record-13883,13883,Watch,Low,10,5,5,5,29,2,Generic,1,Repeated source-destination behavior: 29 links
record-13958,13958,Watch,Low,10,5,5,5,29,2,Generic,1,Repeated source-destination behavior: 29 links
record-13966,13966,Watch,Low,10,5,5,5,29,2,Generic,1,Repeated source-destination behavior: 29 links
record-14236,14236,Watch,Low,10,5,5,5,26,2,Generic,1,Repeated source-destination behavior: 26 links
record-14791,14791,Watch,Low,10,5,5,5,32,2,Generic,1,Repeated source-destination behavior: 32 links
record-14862,14862,Watch,Low,10,5,5,5,29,2,Generic,1,Repeated source-destination behavior: 29 links
record-15261,15261,Watch,Low,10,5,5,5,25,2,Generic,1,Repeated source-destination behavior: 25 links
record-15533,15533,Watch,Low,10,5,5,5,37,2,Generic,1,Repeated source-destination behavior: 37 links
record-15603,15603,Watch,Low,10,5,5,5,26,2,Generic,1,Repeated source-destination behavior: 26 links
record-15730,15730,Watch,Low,10,5,5,5,30,2,Generic,1,Repeated source-destination behavior: 30 links
record-16488,16488,Watch,Low,10,5,5,5,36,2,Generic,1,Repeated source-destination behavior: 36 links
record-16495,16495,Watch,Low,10,5,5,5,36,2,Generic,1,Repeated source-destination behavior: 36 links
record-17129,17129,Watch,Low,10,5,5,5,37,2,Generic,1,Repeated source-destination behavior: 37 links
record-17614,17614,Watch,Low,10,5,5,5,26,2,Generic,1,Repeated source-destination behavior: 26 links
record-17819,17819,Watch,Low,10,5,5,5,32,2,Generic,1,Repeated source-destination behavior: 32 links
record-17973,17973,Watch,Low,10,5,5,5,30,2,Generic,1,Repeated source-destination behavior: 30 links
record-18028,18028,Watch,Low,10,5,5,5,30,2,Generic,1,Repeated source-destination behavior: 30 links
record-18235,18235,Watch,Low,10,5,5,5,36,2,Generic,1,Repeated source-destination behavior: 36 links
record-18731,18731,Watch,Low,10,5,5,5,45,2,Generic,1,Repeated source-destination behavior: 45 links
record-18736,18736,Watch,Low,10,5,5,5,32,2,Generic,1,Repeated source-destination behavior: 32 links
record-18803,18803,Watch,Low,10,5,5,5,45,2,Generic,1,Repeated source-destination behavior: 45 links
record-18811,18811,Watch,Low,10,5,5,5,46,2,Generic,1,Repeated source-destination behavior: 46 links
record-18817,18817,Watch,Low,10,5,5,5,46,2,Generic,1,Repeated source-destination behavior: 46 links
record-18855,18855,Watch,Low,10,5,5,5,25,2,Generic,1,Repeated source-destination behavior: 25 links
record-19095,19095,Watch,Low,10,5,5,5,29,2,Generic,1,Repeated source-destination behavior: 29 links
record-19104,19104,Watch,Low,10,5,5,5,37,2,Generic,1,Repeated source-destination behavior: 37 links
record-19112,19112,Watch,Low,10,5,5,5,50,2,Generic,1,Repeated source-destination behavior: 50 links
record-19189,19189,Watch,Low,10,5,5,5,30,2,Generic,1,Repeated source-destination behavior: 30 links
record-19193,19193,Watch,Low,10,5,5,5,30,2,Generic,1,Repeated source-destination behavior: 30 links
record-19283,19283,Watch,Low,10,5,5,5,32,2,Generic,1,Repeated source-destination behavior: 32 links
record-19632,19632,Watch,Low,10,5,5,5,28,2,Generic,1,Repeated source-destination behavior: 28 links
record-19638,19638,Watch,Low,10,5,5,5,28,2,Generic,1,Repeated source-destination behavior: 28 links
record-20174,20174,Watch,Low,10,5,5,5,30,2,Generic,1,Repeated source-destination behavior: 30 links
